Easting,Northing,z,SVF_hemi
705464.985,2715320.18,2468.768066,0.049
705464.985,2715320.18,2472.768066,0.084
705464.985,2715320.18,2476.768066,0.148
705464.985,2715320.18,2480.768066,0.261
705464.985,2715320.18,2484.768066,0.451
705464.985,2715320.18,2488.768066,0.682
705464.985,2715320.18,2492.768066,0.832
705464.985,2715320.18,2496.768066,0.869
705464.985,2715320.18,2500.768066,0.887
705464.985,2715320.18,2504.768066,0.898
705469.985,2715320.18,2469.32959,0.052
705469.985,2715320.18,2473.32959,0.084
705469.985,2715320.18,2477.32959,0.139
705469.985,2715320.18,2481.32959,0.247
705469.985,2715320.18,2485.32959,0.432
705469.985,2715320.18,2489.32959,0.663
705469.985,2715320.18,2493.32959,0.818
705469.985,2715320.18,2497.32959,0.865
705469.985,2715320.18,2501.32959,0.884
705469.985,2715320.18,2505.32959,0.896
705474.985,2715320.18,2469.691406,0.052
705474.985,2715320.18,2473.691406,0.074
705474.985,2715320.18,2477.691406,0.121
705474.985,2715320.18,2481.691406,0.223
705474.985,2715320.18,2485.691406,0.396
705474.985,2715320.18,2489.691406,0.623
705474.985,2715320.18,2493.691406,0.792
705474.985,2715320.18,2497.691406,0.856
705474.985,2715320.18,2501.691406,0.879
705474.985,2715320.18,2505.691406,0.892
705479.985,2715320.18,2471.668945,0.047
705479.985,2715320.18,2475.668945,0.073
705479.985,2715320.18,2479.668945,0.126
705479.985,2715320.18,2483.668945,0.231
705479.985,2715320.18,2487.668945,0.403
705479.985,2715320.18,2491.668945,0.631
705479.985,2715320.18,2495.668945,0.791
705479.985,2715320.18,2499.668945,0.854
705479.985,2715320.18,2503.668945,0.877
705479.985,2715320.18,2507.668945,0.891
705484.985,2715320.18,2473.510986,0.04
705484.985,2715320.18,2477.510986,0.067
705484.985,2715320.18,2481.510986,0.124
705484.985,2715320.18,2485.510986,0.236
705484.985,2715320.18,2489.510986,0.416
705484.985,2715320.18,2493.510986,0.64
705484.985,2715320.18,2497.510986,0.796
705484.985,2715320.18,2501.510986,0.853
705484.985,2715320.18,2505.510986,0.876
705484.985,2715320.18,2509.510986,0.89
705489.985,2715320.18,2474.66626,0.036
705489.985,2715320.18,2478.66626,0.062
705489.985,2715320.18,2482.66626,0.116
705489.985,2715320.18,2486.66626,0.229
705489.985,2715320.18,2490.66626,0.408
705489.985,2715320.18,2494.66626,0.639
705489.985,2715320.18,2498.66626,0.799
705489.985,2715320.18,2502.66626,0.851
705489.985,2715320.18,2506.66626,0.875
705489.985,2715320.18,2510.66626,0.89
705494.985,2715320.18,2477.085693,0.029
705494.985,2715320.18,2481.085693,0.049
705494.985,2715320.18,2485.085693,0.099
705494.985,2715320.18,2489.085693,0.199
705494.985,2715320.18,2493.085693,0.374
705494.985,2715320.18,2497.085693,0.622
705494.985,2715320.18,2501.085693,0.789
705494.985,2715320.18,2505.085693,0.845
705494.985,2715320.18,2509.085693,0.873
705494.985,2715320.18,2513.085693,0.888
705399.985,2715325.18,2464.565918,0.043
705399.985,2715325.18,2468.565918,0.082
705399.985,2715325.18,2472.565918,0.166
705399.985,2715325.18,2476.565918,0.319
705399.985,2715325.18,2480.565918,0.555
705399.985,2715325.18,2484.565918,0.826
705399.985,2715325.18,2488.565918,0.91
705399.985,2715325.18,2492.565918,0.919
705399.985,2715325.18,2496.565918,0.925
705399.985,2715325.18,2500.565918,0.93
705404.985,2715325.18,2464.399658,0.053
705404.985,2715325.18,2468.399658,0.105
705404.985,2715325.18,2472.399658,0.205
705404.985,2715325.18,2476.399658,0.377
705404.985,2715325.18,2480.399658,0.623
705404.985,2715325.18,2484.399658,0.869
705404.985,2715325.18,2488.399658,0.909
705404.985,2715325.18,2492.399658,0.918
705404.985,2715325.18,2496.399658,0.924
705404.985,2715325.18,2500.399658,0.93
705409.985,2715325.18,2465.635254,0.068
705409.985,2715325.18,2469.635254,0.128
705409.985,2715325.18,2473.635254,0.238
705409.985,2715325.18,2477.635254,0.415
705409.985,2715325.18,2481.635254,0.653
705409.985,2715325.18,2485.635254,0.875
705409.985,2715325.18,2489.635254,0.906
705409.985,2715325.18,2493.635254,0.915
705409.985,2715325.18,2497.635254,0.922
705409.985,2715325.18,2501.635254,0.928
705414.985,2715325.18,2465.4646,0.08
705414.985,2715325.18,2469.4646,0.156
705414.985,2715325.18,2473.4646,0.278
705414.985,2715325.18,2477.4646,0.461
705414.985,2715325.18,2481.4646,0.688
705414.985,2715325.18,2485.4646,0.878
705414.985,2715325.18,2489.4646,0.903
705414.985,2715325.18,2493.4646,0.913
705414.985,2715325.18,2497.4646,0.92
705414.985,2715325.18,2501.4646,0.926
705419.985,2715325.18,2466.254883,0.084
705419.985,2715325.18,2470.254883,0.162
705419.985,2715325.18,2474.254883,0.292
705419.985,2715325.18,2478.254883,0.478
705419.985,2715325.18,2482.254883,0.704
705419.985,2715325.18,2486.254883,0.874
705419.985,2715325.18,2490.254883,0.9
705419.985,2715325.18,2494.254883,0.91
705419.985,2715325.18,2498.254883,0.918
705419.985,2715325.18,2502.254883,0.924
705424.985,2715325.18,2466.505371,0.072
705424.985,2715325.18,2470.505371,0.152
705424.985,2715325.18,2474.505371,0.29
705424.985,2715325.18,2478.505371,0.476
705424.985,2715325.18,2482.505371,0.709
705424.985,2715325.18,2486.505371,0.87
705424.985,2715325.18,2490.505371,0.898
705424.985,2715325.18,2494.505371,0.908
705424.985,2715325.18,2498.505371,0.916
705424.985,2715325.18,2502.505371,0.923
705429.985,2715325.18,2467.086426,0.052
705429.985,2715325.18,2471.086426,0.118
705429.985,2715325.18,2475.086426,0.239
705429.985,2715325.18,2479.086426,0.417
705429.985,2715325.18,2483.086426,0.661
705429.985,2715325.18,2487.086426,0.849
705429.985,2715325.18,2491.086426,0.894
705429.985,2715325.18,2495.086426,0.906
705429.985,2715325.18,2499.086426,0.914
705429.985,2715325.18,2503.086426,0.921
705434.985,2715325.18,2467.582275,0.034
705434.985,2715325.18,2471.582275,0.081
705434.985,2715325.18,2475.582275,0.181
705434.985,2715325.18,2479.582275,0.342
705434.985,2715325.18,2483.582275,0.587
705434.985,2715325.18,2487.582275,0.807
705434.985,2715325.18,2491.582275,0.889
705434.985,2715325.18,2495.582275,0.902
705434.985,2715325.18,2499.582275,0.911
705434.985,2715325.18,2503.582275,0.919
705439.985,2715325.18,2467.691895,0.026
705439.985,2715325.18,2471.691895,0.058
705439.985,2715325.18,2475.691895,0.133
705439.985,2715325.18,2479.691895,0.28
705439.985,2715325.18,2483.691895,0.524
705439.985,2715325.18,2487.691895,0.76
705439.985,2715325.18,2491.691895,0.878
705439.985,2715325.18,2495.691895,0.898
705439.985,2715325.18,2499.691895,0.908
705439.985,2715325.18,2503.691895,0.916
705444.985,2715325.18,2467.832764,0.028
705444.985,2715325.18,2471.832764,0.053
705444.985,2715325.18,2475.832764,0.117
705444.985,2715325.18,2479.832764,0.255
705444.985,2715325.18,2483.832764,0.48
705444.985,2715325.18,2487.832764,0.738
705444.985,2715325.18,2491.832764,0.867
705444.985,2715325.18,2495.832764,0.894
705444.985,2715325.18,2499.832764,0.905
705444.985,2715325.18,2503.832764,0.913
705449.985,2715325.18,2467.119629,0.039
705449.985,2715325.18,2471.119629,0.062
705449.985,2715325.18,2475.119629,0.118
705449.985,2715325.18,2479.119629,0.244
705449.985,2715325.18,2483.119629,0.45
705449.985,2715325.18,2487.119629,0.714
705449.985,2715325.18,2491.119629,0.857
705449.985,2715325.18,2495.119629,0.887
705449.985,2715325.18,2499.119629,0.9
705449.985,2715325.18,2503.119629,0.909
705454.985,2715325.18,2467.325684,0.044
705454.985,2715325.18,2471.325684,0.068
705454.985,2715325.18,2475.325684,0.123
705454.985,2715325.18,2479.325684,0.238
705454.985,2715325.18,2483.325684,0.433
705454.985,2715325.18,2487.325684,0.682
705454.985,2715325.18,2491.325684,0.846
705454.985,2715325.18,2495.325684,0.88
705454.985,2715325.18,2499.325684,0.895
705454.985,2715325.18,2503.325684,0.905
705459.985,2715325.18,2467.516113,0.052
705459.985,2715325.18,2471.516113,0.085
705459.985,2715325.18,2475.516113,0.143
705459.985,2715325.18,2479.516113,0.256
705459.985,2715325.18,2483.516113,0.445
705459.985,2715325.18,2487.516113,0.682
705459.985,2715325.18,2491.516113,0.84
705459.985,2715325.18,2495.516113,0.873
705459.985,2715325.18,2499.516113,0.891
705459.985,2715325.18,2503.516113,0.901
705464.985,2715325.18,2468.617188,0.063
705464.985,2715325.18,2472.617188,0.101
705464.985,2715325.18,2476.617188,0.169
705464.985,2715325.18,2480.617188,0.287
705464.985,2715325.18,2484.617188,0.471
705464.985,2715325.18,2488.617188,0.694
705464.985,2715325.18,2492.617188,0.835
705464.985,2715325.18,2496.617188,0.869
705464.985,2715325.18,2500.617188,0.887
705464.985,2715325.18,2504.617188,0.898
705469.985,2715325.18,2469.687256,0.07
705469.985,2715325.18,2473.687256,0.114
705469.985,2715325.18,2477.687256,0.182
705469.985,2715325.18,2481.687256,0.298
705469.985,2715325.18,2485.687256,0.472
705469.985,2715325.18,2489.687256,0.689
705469.985,2715325.18,2493.687256,0.825
705469.985,2715325.18,2497.687256,0.865
705469.985,2715325.18,2501.687256,0.884
705469.985,2715325.18,2505.687256,0.896
705474.985,2715325.18,2469.808105,0.073
705474.985,2715325.18,2473.808105,0.113
705474.985,2715325.18,2477.808105,0.176
705474.985,2715325.18,2481.808105,0.284
705474.985,2715325.18,2485.808105,0.459
705474.985,2715325.18,2489.808105,0.669
705474.985,2715325.18,2493.808105,0.811
705474.985,2715325.18,2497.808105,0.859
705474.985,2715325.18,2501.808105,0.88
705474.985,2715325.18,2505.808105,0.893
705479.985,2715325.18,2470.948975,0.064
705479.985,2715325.18,2474.948975,0.103
705479.985,2715325.18,2478.948975,0.165
705479.985,2715325.18,2482.948975,0.272
705479.985,2715325.18,2486.948975,0.442
705479.985,2715325.18,2490.948975,0.654
705479.985,2715325.18,2494.948975,0.799
705479.985,2715325.18,2498.948975,0.852
705479.985,2715325.18,2502.948975,0.876
705479.985,2715325.18,2506.948975,0.89
705484.985,2715325.18,2472.819336,0.054
705484.985,2715325.18,2476.819336,0.092
705484.985,2715325.18,2480.819336,0.157
705484.985,2715325.18,2484.819336,0.271
705484.985,2715325.18,2488.819336,0.448
705484.985,2715325.18,2492.819336,0.662
705484.985,2715325.18,2496.819336,0.8
705484.985,2715325.18,2500.819336,0.852
705484.985,2715325.18,2504.819336,0.875
705484.985,2715325.18,2508.819336,0.889
705489.985,2715325.18,2474.62793,0.048
705489.985,2715325.18,2478.62793,0.08
705489.985,2715325.18,2482.62793,0.137
705489.985,2715325.18,2486.62793,0.246
705489.985,2715325.18,2490.62793,0.424
705489.985,2715325.18,2494.62793,0.647
705489.985,2715325.18,2498.62793,0.797
705489.985,2715325.18,2502.62793,0.85
705489.985,2715325.18,2506.62793,0.874
705489.985,2715325.18,2510.62793,0.889
705494.985,2715325.18,2476.012939,0.037
705494.985,2715325.18,2480.012939,0.06
705494.985,2715325.18,2484.012939,0.109
705494.985,2715325.18,2488.012939,0.208
705494.985,2715325.18,2492.012939,0.377
705494.985,2715325.18,2496.012939,0.612
705494.985,2715325.18,2500.012939,0.783
705494.985,2715325.18,2504.012939,0.845
705494.985,2715325.18,2508.012939,0.873
705494.985,2715325.18,2512.012939,0.889
705399.985,2715330.18,2462.616943,0.031
705399.985,2715330.18,2466.616943,0.067
705399.985,2715330.18,2470.616943,0.144
705399.985,2715330.18,2474.616943,0.29
705399.985,2715330.18,2478.616943,0.521
705399.985,2715330.18,2482.616943,0.811
705399.985,2715330.18,2486.616943,0.908
705399.985,2715330.18,2490.616943,0.918
705399.985,2715330.18,2494.616943,0.924
705399.985,2715330.18,2498.616943,0.93
705404.985,2715330.18,2463.012695,0.034
705404.985,2715330.18,2467.012695,0.069
705404.985,2715330.18,2471.012695,0.149
705404.985,2715330.18,2475.012695,0.297
705404.985,2715330.18,2479.012695,0.536
705404.985,2715330.18,2483.012695,0.821
705404.985,2715330.18,2487.012695,0.906
705404.985,2715330.18,2491.012695,0.916
705404.985,2715330.18,2495.012695,0.923
705404.985,2715330.18,2499.012695,0.928
705409.985,2715330.18,2464.187256,0.039
705409.985,2715330.18,2468.187256,0.082
705409.985,2715330.18,2472.187256,0.17
705409.985,2715330.18,2476.187256,0.331
705409.985,2715330.18,2480.187256,0.573
705409.985,2715330.18,2484.187256,0.841
705409.985,2715330.18,2488.187256,0.904
705409.985,2715330.18,2492.187256,0.914
705409.985,2715330.18,2496.187256,0.921
705409.985,2715330.18,2500.187256,0.927
705414.985,2715330.18,2465.123779,0.046
705414.985,2715330.18,2469.123779,0.099
705414.985,2715330.18,2473.123779,0.2
705414.985,2715330.18,2477.123779,0.379
705414.985,2715330.18,2481.123779,0.617
705414.985,2715330.18,2485.123779,0.858
705414.985,2715330.18,2489.123779,0.902
705414.985,2715330.18,2493.123779,0.912
705414.985,2715330.18,2497.123779,0.919
705414.985,2715330.18,2501.123779,0.926
705419.985,2715330.18,2466.095703,0.05
705419.985,2715330.18,2470.095703,0.109
705419.985,2715330.18,2474.095703,0.219
705419.985,2715330.18,2478.095703,0.406
705419.985,2715330.18,2482.095703,0.642
705419.985,2715330.18,2486.095703,0.864
705419.985,2715330.18,2490.095703,0.899
705419.985,2715330.18,2494.095703,0.91
705419.985,2715330.18,2498.095703,0.917
705419.985,2715330.18,2502.095703,0.924
705424.985,2715330.18,2467.058838,0.05
705424.985,2715330.18,2471.058838,0.11
705424.985,2715330.18,2475.058838,0.226
705424.985,2715330.18,2479.058838,0.402
705424.985,2715330.18,2483.058838,0.649
705424.985,2715330.18,2487.058838,0.861
705424.985,2715330.18,2491.058838,0.897
705424.985,2715330.18,2495.058838,0.908
705424.985,2715330.18,2499.058838,0.916
705424.985,2715330.18,2503.058838,0.923
705429.985,2715330.18,2467.359131,0.037
705429.985,2715330.18,2471.359131,0.093
705429.985,2715330.18,2475.359131,0.205
705429.985,2715330.18,2479.359131,0.37
705429.985,2715330.18,2483.359131,0.614
705429.985,2715330.18,2487.359131,0.837
705429.985,2715330.18,2491.359131,0.894
705429.985,2715330.18,2495.359131,0.906
705429.985,2715330.18,2499.359131,0.914
705429.985,2715330.18,2503.359131,0.921
705434.985,2715330.18,2467.695557,0.026
705434.985,2715330.18,2471.695557,0.068
705434.985,2715330.18,2475.695557,0.153
705434.985,2715330.18,2479.695557,0.304
705434.985,2715330.18,2483.695557,0.544
705434.985,2715330.18,2487.695557,0.786
705434.985,2715330.18,2491.695557,0.888
705434.985,2715330.18,2495.695557,0.903
705434.985,2715330.18,2499.695557,0.912
705434.985,2715330.18,2503.695557,0.919
705439.985,2715330.18,2467.655518,0.017
705439.985,2715330.18,2471.655518,0.045
705439.985,2715330.18,2475.655518,0.112
705439.985,2715330.18,2479.655518,0.252
705439.985,2715330.18,2483.655518,0.485
705439.985,2715330.18,2487.655518,0.735
705439.985,2715330.18,2491.655518,0.876
705439.985,2715330.18,2495.655518,0.899
705439.985,2715330.18,2499.655518,0.909
705439.985,2715330.18,2503.655518,0.916
705444.985,2715330.18,2467.402344,0.016
705444.985,2715330.18,2471.402344,0.038
705444.985,2715330.18,2475.402344,0.095
705444.985,2715330.18,2479.402344,0.222
705444.985,2715330.18,2483.402344,0.441
705444.985,2715330.18,2487.402344,0.702
705444.985,2715330.18,2491.402344,0.86
705444.985,2715330.18,2495.402344,0.893
705444.985,2715330.18,2499.402344,0.905
705444.985,2715330.18,2503.402344,0.913
705449.985,2715330.18,2466.532227,0.03
705449.985,2715330.18,2470.532227,0.05
705449.985,2715330.18,2474.532227,0.102
705449.985,2715330.18,2478.532227,0.214
705449.985,2715330.18,2482.532227,0.41
705449.985,2715330.18,2486.532227,0.666
705449.985,2715330.18,2490.532227,0.846
705449.985,2715330.18,2494.532227,0.886
705449.985,2715330.18,2498.532227,0.9
705449.985,2715330.18,2502.532227,0.909
705454.985,2715330.18,2466.533447,0.044
705454.985,2715330.18,2470.533447,0.069
705454.985,2715330.18,2474.533447,0.118
705454.985,2715330.18,2478.533447,0.222
705454.985,2715330.18,2482.533447,0.399
705454.985,2715330.18,2486.533447,0.646
705454.985,2715330.18,2490.533447,0.835
705454.985,2715330.18,2494.533447,0.878
705454.985,2715330.18,2498.533447,0.894
705454.985,2715330.18,2502.533447,0.904
705459.985,2715330.18,2466.803223,0.05
705459.985,2715330.18,2470.803223,0.085
705459.985,2715330.18,2474.803223,0.145
705459.985,2715330.18,2478.803223,0.252
705459.985,2715330.18,2482.803223,0.426
705459.985,2715330.18,2486.803223,0.656
705459.985,2715330.18,2490.803223,0.83
705459.985,2715330.18,2494.803223,0.871
705459.985,2715330.18,2498.803223,0.889
705459.985,2715330.18,2502.803223,0.9
705464.985,2715330.18,2467.575684,0.069
705464.985,2715330.18,2471.575684,0.111
705464.985,2715330.18,2475.575684,0.181
705464.985,2715330.18,2479.575684,0.295
705464.985,2715330.18,2483.575684,0.467
705464.985,2715330.18,2487.575684,0.681
705464.985,2715330.18,2491.575684,0.83
705464.985,2715330.18,2495.575684,0.867
705464.985,2715330.18,2499.575684,0.885
705464.985,2715330.18,2503.575684,0.897
705469.985,2715330.18,2469.276855,0.077
705469.985,2715330.18,2473.276855,0.133
705469.985,2715330.18,2477.276855,0.212
705469.985,2715330.18,2481.276855,0.334
705469.985,2715330.18,2485.276855,0.505
705469.985,2715330.18,2489.276855,0.708
705469.985,2715330.18,2493.276855,0.83
705469.985,2715330.18,2497.276855,0.864
705469.985,2715330.18,2501.276855,0.884
705469.985,2715330.18,2505.276855,0.896
705474.985,2715330.18,2469.94043,0.075
705474.985,2715330.18,2473.94043,0.129
705474.985,2715330.18,2477.94043,0.209
705474.985,2715330.18,2481.94043,0.331
705474.985,2715330.18,2485.94043,0.499
705474.985,2715330.18,2489.94043,0.697
705474.985,2715330.18,2493.94043,0.817
705474.985,2715330.18,2497.94043,0.858
705474.985,2715330.18,2501.94043,0.88
705474.985,2715330.18,2505.94043,0.893
705479.985,2715330.18,2470.31543,0.063
705479.985,2715330.18,2474.31543,0.111
705479.985,2715330.18,2478.31543,0.188
705479.985,2715330.18,2482.31543,0.309
705479.985,2715330.18,2486.31543,0.479
705479.985,2715330.18,2490.31543,0.676
705479.985,2715330.18,2494.31543,0.805
705479.985,2715330.18,2498.31543,0.852
705479.985,2715330.18,2502.31543,0.875
705479.985,2715330.18,2506.31543,0.89
705484.985,2715330.18,2472.573975,0.063
705484.985,2715330.18,2476.573975,0.111
705484.985,2715330.18,2480.573975,0.184
705484.985,2715330.18,2484.573975,0.297
705484.985,2715330.18,2488.573975,0.465
705484.985,2715330.18,2492.573975,0.668
705484.985,2715330.18,2496.573975,0.804
705484.985,2715330.18,2500.573975,0.851
705484.985,2715330.18,2504.573975,0.875
705484.985,2715330.18,2508.573975,0.889
705489.985,2715330.18,2474.086426,0.058
705489.985,2715330.18,2478.086426,0.096
705489.985,2715330.18,2482.086426,0.157
705489.985,2715330.18,2486.086426,0.258
705489.985,2715330.18,2490.086426,0.422
705489.985,2715330.18,2494.086426,0.637
705489.985,2715330.18,2498.086426,0.794
705489.985,2715330.18,2502.086426,0.847
705489.985,2715330.18,2506.086426,0.874
705489.985,2715330.18,2510.086426,0.888
705494.985,2715330.18,2475.200195,0.043
705494.985,2715330.18,2479.200195,0.068
705494.985,2715330.18,2483.200195,0.109
705494.985,2715330.18,2487.200195,0.198
705494.985,2715330.18,2491.200195,0.346
705494.985,2715330.18,2495.200195,0.566
705494.985,2715330.18,2499.200195,0.759
705494.985,2715330.18,2503.200195,0.836
705494.985,2715330.18,2507.200195,0.871
705494.985,2715330.18,2511.200195,0.886
705399.985,2715335.18,2461.670166,0.019
705399.985,2715335.18,2465.670166,0.047
705399.985,2715335.18,2469.670166,0.116
705399.985,2715335.18,2473.670166,0.254
705399.985,2715335.18,2477.670166,0.489
705399.985,2715335.18,2481.670166,0.78
705399.985,2715335.18,2485.670166,0.905
705399.985,2715335.18,2489.670166,0.917
705399.985,2715335.18,2493.670166,0.924
705399.985,2715335.18,2497.670166,0.929
705404.985,2715335.18,2462.699463,0.02
705404.985,2715335.18,2466.699463,0.047
705404.985,2715335.18,2470.699463,0.114
705404.985,2715335.18,2474.699463,0.253
705404.985,2715335.18,2478.699463,0.488
705404.985,2715335.18,2482.699463,0.79
705404.985,2715335.18,2486.699463,0.904
705404.985,2715335.18,2490.699463,0.915
705404.985,2715335.18,2494.699463,0.922
705404.985,2715335.18,2498.699463,0.928
705409.985,2715335.18,2463.794189,0.025
705409.985,2715335.18,2467.794189,0.06
705409.985,2715335.18,2471.794189,0.136
705409.985,2715335.18,2475.794189,0.29
705409.985,2715335.18,2479.794189,0.54
705409.985,2715335.18,2483.794189,0.828
705409.985,2715335.18,2487.794189,0.903
705409.985,2715335.18,2491.794189,0.914
705409.985,2715335.18,2495.794189,0.921
705409.985,2715335.18,2499.794189,0.927
705414.985,2715335.18,2464.750732,0.029
705414.985,2715335.18,2468.750732,0.07
705414.985,2715335.18,2472.750732,0.161
705414.985,2715335.18,2476.750732,0.335
705414.985,2715335.18,2480.750732,0.586
705414.985,2715335.18,2484.750732,0.849
705414.985,2715335.18,2488.750732,0.901
705414.985,2715335.18,2492.750732,0.912
705414.985,2715335.18,2496.750732,0.92
705414.985,2715335.18,2500.750732,0.926
705419.985,2715335.18,2465.594238,0.032
705419.985,2715335.18,2469.594238,0.079
705419.985,2715335.18,2473.594238,0.183
705419.985,2715335.18,2477.594238,0.368
705419.985,2715335.18,2481.594238,0.616
705419.985,2715335.18,2485.594238,0.858
705419.985,2715335.18,2489.594238,0.899
705419.985,2715335.18,2493.594238,0.91
705419.985,2715335.18,2497.594238,0.918
705419.985,2715335.18,2501.594238,0.924
705424.985,2715335.18,2466.192871,0.036
705424.985,2715335.18,2470.192871,0.082
705424.985,2715335.18,2474.192871,0.179
705424.985,2715335.18,2478.192871,0.353
705424.985,2715335.18,2482.192871,0.598
705424.985,2715335.18,2486.192871,0.849
705424.985,2715335.18,2490.192871,0.896
705424.985,2715335.18,2494.192871,0.908
705424.985,2715335.18,2498.192871,0.916
705424.985,2715335.18,2502.192871,0.923
705429.985,2715335.18,2466.850342,0.03
705429.985,2715335.18,2470.850342,0.072
705429.985,2715335.18,2474.850342,0.165
705429.985,2715335.18,2478.850342,0.322
705429.985,2715335.18,2482.850342,0.561
705429.985,2715335.18,2486.850342,0.817
705429.985,2715335.18,2490.850342,0.892
705429.985,2715335.18,2494.850342,0.905
705429.985,2715335.18,2498.850342,0.914
705429.985,2715335.18,2502.850342,0.921
705434.985,2715335.18,2467.004883,0.021
705434.985,2715335.18,2471.004883,0.055
705434.985,2715335.18,2475.004883,0.131
705434.985,2715335.18,2479.004883,0.274
705434.985,2715335.18,2483.004883,0.509
705434.985,2715335.18,2487.004883,0.771
705434.985,2715335.18,2491.004883,0.887
705434.985,2715335.18,2495.004883,0.903
705434.985,2715335.18,2499.004883,0.912
705434.985,2715335.18,2503.004883,0.919
705439.985,2715335.18,2466.983887,0.013
705439.985,2715335.18,2470.983887,0.036
705439.985,2715335.18,2474.983887,0.096
705439.985,2715335.18,2478.983887,0.217
705439.985,2715335.18,2482.983887,0.436
705439.985,2715335.18,2486.983887,0.699
705439.985,2715335.18,2490.983887,0.87
705439.985,2715335.18,2494.983887,0.897
705439.985,2715335.18,2498.983887,0.908
705439.985,2715335.18,2502.983887,0.916
705444.985,2715335.18,2466.217529,0.014
705444.985,2715335.18,2470.217529,0.03
705444.985,2715335.18,2474.217529,0.079
705444.985,2715335.18,2478.217529,0.185
705444.985,2715335.18,2482.217529,0.387
705444.985,2715335.18,2486.217529,0.648
705444.985,2715335.18,2490.217529,0.842
705444.985,2715335.18,2494.217529,0.891
705444.985,2715335.18,2498.217529,0.903
705444.985,2715335.18,2502.217529,0.912
705449.985,2715335.18,2465.809814,0.02
705449.985,2715335.18,2469.809814,0.037
705449.985,2715335.18,2473.809814,0.081
705449.985,2715335.18,2477.809814,0.182
705449.985,2715335.18,2481.809814,0.361
705449.985,2715335.18,2485.809814,0.605
705449.985,2715335.18,2489.809814,0.82
705449.985,2715335.18,2493.809814,0.883
705449.985,2715335.18,2497.809814,0.898
705449.985,2715335.18,2501.809814,0.907
705454.985,2715335.18,2466.022217,0.033
705454.985,2715335.18,2470.022217,0.051
705454.985,2715335.18,2474.022217,0.101
705454.985,2715335.18,2478.022217,0.199
705454.985,2715335.18,2482.022217,0.369
705454.985,2715335.18,2486.022217,0.609
705454.985,2715335.18,2490.022217,0.817
705454.985,2715335.18,2494.022217,0.876
705454.985,2715335.18,2498.022217,0.892
705454.985,2715335.18,2502.022217,0.903
705459.985,2715335.18,2465.851318,0.046
705459.985,2715335.18,2469.851318,0.073
705459.985,2715335.18,2473.851318,0.122
705459.985,2715335.18,2477.851318,0.219
705459.985,2715335.18,2481.851318,0.383
705459.985,2715335.18,2485.851318,0.606
705459.985,2715335.18,2489.851318,0.808
705459.985,2715335.18,2493.851318,0.868
705459.985,2715335.18,2497.851318,0.886
705459.985,2715335.18,2501.851318,0.899
705464.985,2715335.18,2466.517334,0.057
705464.985,2715335.18,2470.517334,0.095
705464.985,2715335.18,2474.517334,0.155
705464.985,2715335.18,2478.517334,0.261
705464.985,2715335.18,2482.517334,0.426
705464.985,2715335.18,2486.517334,0.637
705464.985,2715335.18,2490.517334,0.815
705464.985,2715335.18,2494.517334,0.861
705464.985,2715335.18,2498.517334,0.882
705464.985,2715335.18,2502.517334,0.895
705469.985,2715335.18,2467.997559,0.066
705469.985,2715335.18,2471.997559,0.117
705469.985,2715335.18,2475.997559,0.202
705469.985,2715335.18,2479.997559,0.323
705469.985,2715335.18,2483.997559,0.501
705469.985,2715335.18,2487.997559,0.7
705469.985,2715335.18,2491.997559,0.827
705469.985,2715335.18,2495.997559,0.861
705469.985,2715335.18,2499.997559,0.882
705469.985,2715335.18,2503.997559,0.895
705474.985,2715335.18,2469.015625,0.072
705474.985,2715335.18,2473.015625,0.126
705474.985,2715335.18,2477.015625,0.212
705474.985,2715335.18,2481.015625,0.344
705474.985,2715335.18,2485.015625,0.52
705474.985,2715335.18,2489.015625,0.714
705474.985,2715335.18,2493.015625,0.82
705474.985,2715335.18,2497.015625,0.857
705474.985,2715335.18,2501.015625,0.879
705474.985,2715335.18,2505.015625,0.893
705479.985,2715335.18,2470.169189,0.062
705479.985,2715335.18,2474.169189,0.111
705479.985,2715335.18,2478.169189,0.188
705479.985,2715335.18,2482.169189,0.308
705479.985,2715335.18,2486.169189,0.483
705479.985,2715335.18,2490.169189,0.679
705479.985,2715335.18,2494.169189,0.806
705479.985,2715335.18,2498.169189,0.85
705479.985,2715335.18,2502.169189,0.874
705479.985,2715335.18,2506.169189,0.889
705484.985,2715335.18,2471.655518,0.067
705484.985,2715335.18,2475.655518,0.113
705484.985,2715335.18,2479.655518,0.187
705484.985,2715335.18,2483.655518,0.3
705484.985,2715335.18,2487.655518,0.468
705484.985,2715335.18,2491.655518,0.666
705484.985,2715335.18,2495.655518,0.805
705484.985,2715335.18,2499.655518,0.85
705484.985,2715335.18,2503.655518,0.874
705484.985,2715335.18,2507.655518,0.889
705489.985,2715335.18,2473.894775,0.056
705489.985,2715335.18,2477.894775,0.092
705489.985,2715335.18,2481.894775,0.157
705489.985,2715335.18,2485.894775,0.258
705489.985,2715335.18,2489.894775,0.424
705489.985,2715335.18,2493.894775,0.628
705489.985,2715335.18,2497.894775,0.791
705489.985,2715335.18,2501.894775,0.845
705489.985,2715335.18,2505.894775,0.873
705489.985,2715335.18,2509.894775,0.888
705494.985,2715335.18,2475.572021,0.047
705494.985,2715335.18,2479.572021,0.078
705494.985,2715335.18,2483.572021,0.129
705494.985,2715335.18,2487.572021,0.226
705494.985,2715335.18,2491.572021,0.381
