Easting,Northing,z,SVF_hemi
705429.985,2715305.18,2478.603516,0.444
705429.985,2715305.18,2482.603516,0.685
705429.985,2715305.18,2486.603516,0.857
705429.985,2715305.18,2490.603516,0.893
705429.985,2715305.18,2494.603516,0.904
705429.985,2715305.18,2498.603516,0.912
705429.985,2715305.18,2502.603516,0.919
705434.985,2715305.18,2467.304932,0.045
705434.985,2715305.18,2471.304932,0.104
705434.985,2715305.18,2475.304932,0.216
705434.985,2715305.18,2479.304932,0.407
705434.985,2715305.18,2483.304932,0.655
705434.985,2715305.18,2487.304932,0.839
705434.985,2715305.18,2491.304932,0.887
705434.985,2715305.18,2495.304932,0.9
705434.985,2715305.18,2499.304932,0.909
705434.985,2715305.18,2503.304932,0.916
705439.985,2715305.18,2466.742188,0.04
705439.985,2715305.18,2470.742188,0.086
705439.985,2715305.18,2474.742188,0.189
705439.985,2715305.18,2478.742188,0.369
705439.985,2715305.18,2482.742188,0.619
705439.985,2715305.18,2486.742188,0.816
705439.985,2715305.18,2490.742188,0.878
705439.985,2715305.18,2494.742188,0.896
705439.985,2715305.18,2498.742188,0.905
705439.985,2715305.18,2502.742188,0.913
705444.985,2715305.18,2467.640381,0.043
705444.985,2715305.18,2471.640381,0.087
705444.985,2715305.18,2475.640381,0.181
705444.985,2715305.18,2479.640381,0.347
705444.985,2715305.18,2483.640381,0.581
705444.985,2715305.18,2487.640381,0.791
705444.985,2715305.18,2491.640381,0.866
705444.985,2715305.18,2495.640381,0.89
705444.985,2715305.18,2499.640381,0.901
705444.985,2715305.18,2503.640381,0.91
705449.985,2715305.18,2467.971191,0.053
705449.985,2715305.18,2471.971191,0.096
705449.985,2715305.18,2475.971191,0.181
705449.985,2715305.18,2479.971191,0.332
705449.985,2715305.18,2483.971191,0.557
705449.985,2715305.18,2487.971191,0.769
705449.985,2715305.18,2491.971191,0.859
705449.985,2715305.18,2495.971191,0.886
705449.985,2715305.18,2499.971191,0.898
705449.985,2715305.18,2503.971191,0.907
705454.985,2715305.18,2468.849365,0.043
705454.985,2715305.18,2472.849365,0.077
705454.985,2715305.18,2476.849365,0.147
705454.985,2715305.18,2480.849365,0.281
705454.985,2715305.18,2484.849365,0.495
705454.985,2715305.18,2488.849365,0.718
705454.985,2715305.18,2492.849365,0.847
705454.985,2715305.18,2496.849365,0.88
705454.985,2715305.18,2500.849365,0.895
705454.985,2715305.18,2504.849365,0.904
705459.985,2715305.18,2469.287598,0.041
705459.985,2715305.18,2473.287598,0.075
705459.985,2715305.18,2477.287598,0.144
705459.985,2715305.18,2481.287598,0.278
705459.985,2715305.18,2485.287598,0.492
705459.985,2715305.18,2489.287598,0.715
705459.985,2715305.18,2493.287598,0.842
705459.985,2715305.18,2497.287598,0.878
705459.985,2715305.18,2501.287598,0.893
705459.985,2715305.18,2505.287598,0.903
705464.985,2715305.18,2470.711914,0.03
705464.985,2715305.18,2474.711914,0.058
705464.985,2715305.18,2478.711914,0.119
705464.985,2715305.18,2482.711914,0.234
705464.985,2715305.18,2486.711914,0.428
705464.985,2715305.18,2490.711914,0.664
705464.985,2715305.18,2494.711914,0.822
705464.985,2715305.18,2498.711914,0.871
705464.985,2715305.18,2502.711914,0.889
705464.985,2715305.18,2506.711914,0.9
705469.985,2715305.18,2472.027588,0.024
705469.985,2715305.18,2476.027588,0.05
705469.985,2715305.18,2480.027588,0.107
705469.985,2715305.18,2484.027588,0.221
705469.985,2715305.18,2488.027588,0.407
705469.985,2715305.18,2492.027588,0.639
705469.985,2715305.18,2496.027588,0.814
705469.985,2715305.18,2500.027588,0.869
705469.985,2715305.18,2504.027588,0.886
705469.985,2715305.18,2508.027588,0.897
705474.985,2715305.18,2472.22583,0.024
705474.985,2715305.18,2476.22583,0.046
705474.985,2715305.18,2480.22583,0.095
705474.985,2715305.18,2484.22583,0.199
705474.985,2715305.18,2488.22583,0.375
705474.985,2715305.18,2492.22583,0.605
705474.985,2715305.18,2496.22583,0.797
705474.985,2715305.18,2500.22583,0.867
705474.985,2715305.18,2504.22583,0.884
705474.985,2715305.18,2508.22583,0.896
705479.985,2715305.18,2473.726563,0.019
705479.985,2715305.18,2477.726563,0.037
705479.985,2715305.18,2481.726563,0.076
705479.985,2715305.18,2485.726563,0.165
705479.985,2715305.18,2489.726563,0.325
705479.985,2715305.18,2493.726563,0.559
705479.985,2715305.18,2497.726563,0.77
705479.985,2715305.18,2501.726563,0.861
705479.985,2715305.18,2505.726563,0.88
705479.985,2715305.18,2509.726563,0.893
705484.985,2715305.18,2474.562988,0.016
705484.985,2715305.18,2478.562988,0.029
705484.985,2715305.18,2482.562988,0.064
705484.985,2715305.18,2486.562988,0.141
705484.985,2715305.18,2490.562988,0.293
705484.985,2715305.18,2494.562988,0.532
705484.985,2715305.18,2498.562988,0.765
705484.985,2715305.18,2502.562988,0.855
705484.985,2715305.18,2506.562988,0.877
705484.985,2715305.18,2510.562988,0.89
705489.985,2715305.18,2475.943604,0.012
705489.985,2715305.18,2479.943604,0.023
705489.985,2715305.18,2483.943604,0.053
705489.985,2715305.18,2487.943604,0.126
705489.985,2715305.18,2491.943604,0.276
705489.985,2715305.18,2495.943604,0.525
705489.985,2715305.18,2499.943604,0.771
705489.985,2715305.18,2503.943604,0.848
705489.985,2715305.18,2507.943604,0.873
705489.985,2715305.18,2511.943604,0.888
705494.985,2715305.18,2476.85376,0.01
705494.985,2715305.18,2480.85376,0.02
705494.985,2715305.18,2484.85376,0.049
705494.985,2715305.18,2488.85376,0.121
705494.985,2715305.18,2492.85376,0.274
705494.985,2715305.18,2496.85376,0.526
705494.985,2715305.18,2500.85376,0.765
705494.985,2715305.18,2504.85376,0.84
705494.985,2715305.18,2508.85376,0.87
705494.985,2715305.18,2512.85376,0.886
705399.985,2715310.18,2463.66333,0.061
705399.985,2715310.18,2467.66333,0.122
705399.985,2715310.18,2471.66333,0.239
705399.985,2715310.18,2475.66333,0.425
705399.985,2715310.18,2479.66333,0.673
705399.985,2715310.18,2483.66333,0.865
705399.985,2715310.18,2487.66333,0.912
705399.985,2715310.18,2491.66333,0.919
705399.985,2715310.18,2495.66333,0.925
705399.985,2715310.18,2499.66333,0.93
705404.985,2715310.18,2464.216064,0.072
705404.985,2715310.18,2468.216064,0.145
705404.985,2715310.18,2472.216064,0.269
705404.985,2715310.18,2476.216064,0.463
705404.985,2715310.18,2480.216064,0.708
705404.985,2715310.18,2484.216064,0.879
705404.985,2715310.18,2488.216064,0.91
705404.985,2715310.18,2492.216064,0.917
705404.985,2715310.18,2496.216064,0.923
705404.985,2715310.18,2500.216064,0.929
705409.985,2715310.18,2465.287842,0.099
705409.985,2715310.18,2469.287842,0.184
705409.985,2715310.18,2473.287842,0.324
705409.985,2715310.18,2477.287842,0.525
705409.985,2715310.18,2481.287842,0.758
705409.985,2715310.18,2485.287842,0.888
705409.985,2715310.18,2489.287842,0.908
705409.985,2715310.18,2493.287842,0.915
705409.985,2715310.18,2497.287842,0.921
705409.985,2715310.18,2501.287842,0.927
705414.985,2715310.18,2466.372559,0.137
705414.985,2715310.18,2470.372559,0.23
705414.985,2715310.18,2474.372559,0.371
705414.985,2715310.18,2478.372559,0.569
705414.985,2715310.18,2482.372559,0.781
705414.985,2715310.18,2486.372559,0.889
705414.985,2715310.18,2490.372559,0.905
705414.985,2715310.18,2494.372559,0.913
705414.985,2715310.18,2498.372559,0.92
705414.985,2715310.18,2502.372559,0.926
705419.985,2715310.18,2466.988037,0.152
705419.985,2715310.18,2470.988037,0.245
705419.985,2715310.18,2474.988037,0.387
705419.985,2715310.18,2478.988037,0.582
705419.985,2715310.18,2482.988037,0.788
705419.985,2715310.18,2486.988037,0.886
705419.985,2715310.18,2490.988037,0.903
705419.985,2715310.18,2494.988037,0.911
705419.985,2715310.18,2498.988037,0.918
705419.985,2715310.18,2502.988037,0.924
705424.985,2715310.18,2467.142578,0.11
705424.985,2715310.18,2471.142578,0.197
705424.985,2715310.18,2475.142578,0.339
705424.985,2715310.18,2479.142578,0.538
705424.985,2715310.18,2483.142578,0.758
705424.985,2715310.18,2487.142578,0.876
705424.985,2715310.18,2491.142578,0.898
705424.985,2715310.18,2495.142578,0.908
705424.985,2715310.18,2499.142578,0.915
705424.985,2715310.18,2503.142578,0.922
705429.985,2715310.18,2467.189209,0.078
705429.985,2715310.18,2471.189209,0.152
705429.985,2715310.18,2475.189209,0.281
705429.985,2715310.18,2479.189209,0.485
705429.985,2715310.18,2483.189209,0.727
705429.985,2715310.18,2487.189209,0.864
705429.985,2715310.18,2491.189209,0.894
705429.985,2715310.18,2495.189209,0.905
705429.985,2715310.18,2499.189209,0.913
705429.985,2715310.18,2503.189209,0.92
705434.985,2715310.18,2467.212891,0.053
705434.985,2715310.18,2471.212891,0.113
705434.985,2715310.18,2475.212891,0.232
705434.985,2715310.18,2479.212891,0.438
705434.985,2715310.18,2483.212891,0.687
705434.985,2715310.18,2487.212891,0.847
705434.985,2715310.18,2491.212891,0.888
705434.985,2715310.18,2495.212891,0.902
705434.985,2715310.18,2499.212891,0.91
705434.985,2715310.18,2503.212891,0.917
705439.985,2715310.18,2466.836914,0.041
705439.985,2715310.18,2470.836914,0.09
705439.985,2715310.18,2474.836914,0.195
705439.985,2715310.18,2478.836914,0.385
705439.985,2715310.18,2482.836914,0.637
705439.985,2715310.18,2486.836914,0.824
705439.985,2715310.18,2490.836914,0.879
705439.985,2715310.18,2494.836914,0.897
705439.985,2715310.18,2498.836914,0.906
705439.985,2715310.18,2502.836914,0.914
705444.985,2715310.18,2467.076904,0.044
705444.985,2715310.18,2471.076904,0.087
705444.985,2715310.18,2475.076904,0.181
705444.985,2715310.18,2479.076904,0.347
705444.985,2715310.18,2483.076904,0.588
705444.985,2715310.18,2487.076904,0.8
705444.985,2715310.18,2491.076904,0.867
705444.985,2715310.18,2495.076904,0.892
705444.985,2715310.18,2499.076904,0.902
705444.985,2715310.18,2503.076904,0.91
705449.985,2715310.18,2467.979248,0.052
705449.985,2715310.18,2471.979248,0.094
705449.985,2715310.18,2475.979248,0.18
705449.985,2715310.18,2479.979248,0.329
705449.985,2715310.18,2483.979248,0.552
705449.985,2715310.18,2487.979248,0.774
705449.985,2715310.18,2491.979248,0.86
705449.985,2715310.18,2495.979248,0.887
705449.985,2715310.18,2499.979248,0.899
705449.985,2715310.18,2503.979248,0.908
705454.985,2715310.18,2467.777588,0.043
705454.985,2715310.18,2471.777588,0.078
705454.985,2715310.18,2475.777588,0.148
705454.985,2715310.18,2479.777588,0.282
705454.985,2715310.18,2483.777588,0.488
705454.985,2715310.18,2487.777588,0.723
705454.985,2715310.18,2491.777588,0.849
705454.985,2715310.18,2495.777588,0.88
705454.985,2715310.18,2499.777588,0.895
705454.985,2715310.18,2503.777588,0.904
705459.985,2715310.18,2468.562256,0.043
705459.985,2715310.18,2472.562256,0.075
705459.985,2715310.18,2476.562256,0.14
705459.985,2715310.18,2480.562256,0.268
705459.985,2715310.18,2484.562256,0.473
705459.985,2715310.18,2488.562256,0.704
705459.985,2715310.18,2492.562256,0.842
705459.985,2715310.18,2496.562256,0.876
705459.985,2715310.18,2500.562256,0.892
705459.985,2715310.18,2504.562256,0.902
705464.985,2715310.18,2469.742188,0.034
705464.985,2715310.18,2473.742188,0.059
705464.985,2715310.18,2477.742188,0.111
705464.985,2715310.18,2481.742188,0.224
705464.985,2715310.18,2485.742188,0.417
705464.985,2715310.18,2489.742188,0.656
705464.985,2715310.18,2493.742188,0.822
705464.985,2715310.18,2497.742188,0.869
705464.985,2715310.18,2501.742188,0.888
705464.985,2715310.18,2505.742188,0.899
705469.985,2715310.18,2470.716553,0.024
705469.985,2715310.18,2474.716553,0.045
705469.985,2715310.18,2478.716553,0.096
705469.985,2715310.18,2482.716553,0.203
705469.985,2715310.18,2486.716553,0.392
705469.985,2715310.18,2490.716553,0.632
705469.985,2715310.18,2494.716553,0.808
705469.985,2715310.18,2498.716553,0.867
705469.985,2715310.18,2502.716553,0.885
705469.985,2715310.18,2506.716553,0.896
705474.985,2715310.18,2471.549316,0.023
705474.985,2715310.18,2475.549316,0.04
705474.985,2715310.18,2479.549316,0.088
705474.985,2715310.18,2483.549316,0.182
705474.985,2715310.18,2487.549316,0.356
705474.985,2715310.18,2491.549316,0.596
705474.985,2715310.18,2495.549316,0.781
705474.985,2715310.18,2499.549316,0.863
705474.985,2715310.18,2503.549316,0.882
705474.985,2715310.18,2507.549316,0.894
705479.985,2715310.18,2472.252197,0.022
705479.985,2715310.18,2476.252197,0.037
705479.985,2715310.18,2480.252197,0.076
705479.985,2715310.18,2484.252197,0.161
705479.985,2715310.18,2488.252197,0.321
705479.985,2715310.18,2492.252197,0.555
705479.985,2715310.18,2496.252197,0.755
705479.985,2715310.18,2500.252197,0.857
705479.985,2715310.18,2504.252197,0.878
705479.985,2715310.18,2508.252197,0.891
705484.985,2715310.18,2473.231689,0.016
705484.985,2715310.18,2477.231689,0.031
705484.985,2715310.18,2481.231689,0.066
705484.985,2715310.18,2485.231689,0.144
705484.985,2715310.18,2489.231689,0.284
705484.985,2715310.18,2493.231689,0.515
705484.985,2715310.18,2497.231689,0.739
705484.985,2715310.18,2501.231689,0.847
705484.985,2715310.18,2505.231689,0.873
705484.985,2715310.18,2509.231689,0.888
705489.985,2715310.18,2474.621094,0.012
705489.985,2715310.18,2478.621094,0.026
705489.985,2715310.18,2482.621094,0.058
705489.985,2715310.18,2486.621094,0.127
705489.985,2715310.18,2490.621094,0.27
705489.985,2715310.18,2494.621094,0.5
705489.985,2715310.18,2498.621094,0.74
705489.985,2715310.18,2502.621094,0.839
705489.985,2715310.18,2506.621094,0.87
705489.985,2715310.18,2510.621094,0.885
705494.985,2715310.18,2475.981445,0.012
705494.985,2715310.18,2479.981445,0.026
705494.985,2715310.18,2483.981445,0.057
705494.985,2715310.18,2487.981445,0.131
705494.985,2715310.18,2491.981445,0.282
705494.985,2715310.18,2495.981445,0.525
705494.985,2715310.18,2499.981445,0.754
705494.985,2715310.18,2503.981445,0.835
705494.985,2715310.18,2507.981445,0.868
705494.985,2715310.18,2511.981445,0.884
705399.985,2715315.18,2463.689453,0.05
705399.985,2715315.18,2467.689453,0.102
705399.985,2715315.18,2471.689453,0.21
705399.985,2715315.18,2475.689453,0.388
705399.985,2715315.18,2479.689453,0.635
705399.985,2715315.18,2483.689453,0.854
705399.985,2715315.18,2487.689453,0.912
705399.985,2715315.18,2491.689453,0.919
705399.985,2715315.18,2495.689453,0.925
705399.985,2715315.18,2499.689453,0.931
705404.985,2715315.18,2464.203125,0.072
705404.985,2715315.18,2468.203125,0.136
705404.985,2715315.18,2472.203125,0.253
705404.985,2715315.18,2476.203125,0.443
705404.985,2715315.18,2480.203125,0.688
705404.985,2715315.18,2484.203125,0.877
705404.985,2715315.18,2488.203125,0.91
705404.985,2715315.18,2492.203125,0.917
705404.985,2715315.18,2496.203125,0.923
705404.985,2715315.18,2500.203125,0.929
705409.985,2715315.18,2465.592773,0.11
705409.985,2715315.18,2469.592773,0.19
705409.985,2715315.18,2473.592773,0.325
705409.985,2715315.18,2477.592773,0.519
705409.985,2715315.18,2481.592773,0.743
705409.985,2715315.18,2485.592773,0.887
705409.985,2715315.18,2489.592773,0.908
705409.985,2715315.18,2493.592773,0.915
705409.985,2715315.18,2497.592773,0.922
705409.985,2715315.18,2501.592773,0.928
705414.985,2715315.18,2466.390869,0.153
705414.985,2715315.18,2470.390869,0.247
705414.985,2715315.18,2474.390869,0.387
705414.985,2715315.18,2478.390869,0.578
705414.985,2715315.18,2482.390869,0.777
705414.985,2715315.18,2486.390869,0.89
705414.985,2715315.18,2490.390869,0.905
705414.985,2715315.18,2494.390869,0.913
705414.985,2715315.18,2498.390869,0.92
705414.985,2715315.18,2502.390869,0.926
705419.985,2715315.18,2468.907471,0.161
705419.985,2715315.18,2472.907471,0.264
705419.985,2715315.18,2476.907471,0.408
705419.985,2715315.18,2480.907471,0.596
705419.985,2715315.18,2484.907471,0.788
705419.985,2715315.18,2488.907471,0.887
705419.985,2715315.18,2492.907471,0.903
705419.985,2715315.18,2496.907471,0.911
705419.985,2715315.18,2500.907471,0.918
705419.985,2715315.18,2504.907471,0.925
705424.985,2715315.18,2468.30542,0.115
705424.985,2715315.18,2472.30542,0.21
705424.985,2715315.18,2476.30542,0.359
705424.985,2715315.18,2480.30542,0.559
705424.985,2715315.18,2484.30542,0.77
705424.985,2715315.18,2488.30542,0.877
705424.985,2715315.18,2492.30542,0.899
705424.985,2715315.18,2496.30542,0.908
705424.985,2715315.18,2500.30542,0.916
705424.985,2715315.18,2504.30542,0.923
705429.985,2715315.18,2467.27124,0.072
705429.985,2715315.18,2471.27124,0.148
705429.985,2715315.18,2475.27124,0.284
705429.985,2715315.18,2479.27124,0.482
705429.985,2715315.18,2483.27124,0.727
705429.985,2715315.18,2487.27124,0.861
705429.985,2715315.18,2491.27124,0.894
705429.985,2715315.18,2495.27124,0.905
705429.985,2715315.18,2499.27124,0.913
705429.985,2715315.18,2503.27124,0.92
705434.985,2715315.18,2467.859863,0.05
705434.985,2715315.18,2471.859863,0.113
705434.985,2715315.18,2475.859863,0.225
705434.985,2715315.18,2479.859863,0.416
705434.985,2715315.18,2483.859863,0.674
705434.985,2715315.18,2487.859863,0.841
705434.985,2715315.18,2491.859863,0.888
705434.985,2715315.18,2495.859863,0.902
705434.985,2715315.18,2499.859863,0.91
705434.985,2715315.18,2503.859863,0.917
705439.985,2715315.18,2467.660645,0.037
705439.985,2715315.18,2471.660645,0.086
705439.985,2715315.18,2475.660645,0.183
705439.985,2715315.18,2479.660645,0.36
705439.985,2715315.18,2483.660645,0.619
705439.985,2715315.18,2487.660645,0.818
705439.985,2715315.18,2491.660645,0.879
705439.985,2715315.18,2495.660645,0.898
705439.985,2715315.18,2499.660645,0.907
705439.985,2715315.18,2503.660645,0.915
705444.985,2715315.18,2467.5625,0.039
705444.985,2715315.18,2471.5625,0.078
705444.985,2715315.18,2475.5625,0.161
705444.985,2715315.18,2479.5625,0.32
705444.985,2715315.18,2483.5625,0.56
705444.985,2715315.18,2487.5625,0.79
705444.985,2715315.18,2491.5625,0.867
705444.985,2715315.18,2495.5625,0.892
705444.985,2715315.18,2499.5625,0.903
705444.985,2715315.18,2503.5625,0.911
705449.985,2715315.18,2467.977295,0.043
705449.985,2715315.18,2471.977295,0.077
705449.985,2715315.18,2475.977295,0.152
705449.985,2715315.18,2479.977295,0.295
705449.985,2715315.18,2483.977295,0.521
705449.985,2715315.18,2487.977295,0.759
705449.985,2715315.18,2491.977295,0.859
705449.985,2715315.18,2495.977295,0.887
705449.985,2715315.18,2499.977295,0.899
705449.985,2715315.18,2503.977295,0.908
705454.985,2715315.18,2468,0.04
705454.985,2715315.18,2472,0.076
705454.985,2715315.18,2476,0.142
705454.985,2715315.18,2480,0.269
705454.985,2715315.18,2484,0.48
705454.985,2715315.18,2488,0.726
705454.985,2715315.18,2492,0.851
705454.985,2715315.18,2496,0.881
705454.985,2715315.18,2500,0.896
705454.985,2715315.18,2504,0.905
705459.985,2715315.18,2468.514648,0.041
705459.985,2715315.18,2472.514648,0.074
705459.985,2715315.18,2476.514648,0.135
705459.985,2715315.18,2480.514648,0.252
705459.985,2715315.18,2484.514648,0.452
705459.985,2715315.18,2488.514648,0.698
705459.985,2715315.18,2492.514648,0.842
705459.985,2715315.18,2496.514648,0.875
705459.985,2715315.18,2500.514648,0.891
705459.985,2715315.18,2504.514648,0.902
705464.985,2715315.18,2468.553711,0.042
705464.985,2715315.18,2472.553711,0.073
705464.985,2715315.18,2476.553711,0.128
705464.985,2715315.18,2480.553711,0.241
705464.985,2715315.18,2484.553711,0.437
705464.985,2715315.18,2488.553711,0.675
705464.985,2715315.18,2492.553711,0.83
705464.985,2715315.18,2496.553711,0.87
705464.985,2715315.18,2500.553711,0.888
705464.985,2715315.18,2504.553711,0.899
705469.985,2715315.18,2469.834473,0.035
705469.985,2715315.18,2473.834473,0.056
705469.985,2715315.18,2477.834473,0.103
705469.985,2715315.18,2481.834473,0.207
705469.985,2715315.18,2485.834473,0.391
705469.985,2715315.18,2489.834473,0.629
705469.985,2715315.18,2493.834473,0.806
705469.985,2715315.18,2497.834473,0.864
705469.985,2715315.18,2501.834473,0.884
705469.985,2715315.18,2505.834473,0.895
705474.985,2715315.18,2470.478516,0.032
705474.985,2715315.18,2474.478516,0.053
705474.985,2715315.18,2478.478516,0.097
705474.985,2715315.18,2482.478516,0.19
705474.985,2715315.18,2486.478516,0.365
705474.985,2715315.18,2490.478516,0.601
705474.985,2715315.18,2494.478516,0.782
705474.985,2715315.18,2498.478516,0.859
705474.985,2715315.18,2502.478516,0.88
705474.985,2715315.18,2506.478516,0.893
705479.985,2715315.18,2471.928955,0.032
705479.985,2715315.18,2475.928955,0.053
705479.985,2715315.18,2479.928955,0.096
705479.985,2715315.18,2483.928955,0.191
705479.985,2715315.18,2487.928955,0.357
705479.985,2715315.18,2491.928955,0.593
705479.985,2715315.18,2495.928955,0.775
705479.985,2715315.18,2499.928955,0.856
705479.985,2715315.18,2503.928955,0.877
705479.985,2715315.18,2507.928955,0.891
705484.985,2715315.18,2473.549072,0.026
705484.985,2715315.18,2477.549072,0.045
705484.985,2715315.18,2481.549072,0.091
705484.985,2715315.18,2485.549072,0.187
705484.985,2715315.18,2489.549072,0.35
705484.985,2715315.18,2493.549072,0.581
705484.985,2715315.18,2497.549072,0.776
705484.985,2715315.18,2501.549072,0.851
705484.985,2715315.18,2505.549072,0.875
705484.985,2715315.18,2509.549072,0.889
705489.985,2715315.18,2474.296143,0.021
705489.985,2715315.18,2478.296143,0.039
705489.985,2715315.18,2482.296143,0.086
705489.985,2715315.18,2486.296143,0.18
705489.985,2715315.18,2490.296143,0.338
705489.985,2715315.18,2494.296143,0.576
705489.985,2715315.18,2498.296143,0.778
705489.985,2715315.18,2502.296143,0.846
705489.985,2715315.18,2506.296143,0.872
705489.985,2715315.18,2510.296143,0.887
705494.985,2715315.18,2476.544189,0.02
705494.985,2715315.18,2480.544189,0.037
705494.985,2715315.18,2484.544189,0.08
705494.985,2715315.18,2488.544189,0.168
705494.985,2715315.18,2492.544189,0.336
705494.985,2715315.18,2496.544189,0.584
705494.985,2715315.18,2500.544189,0.778
705494.985,2715315.18,2504.544189,0.84
705494.985,2715315.18,2508.544189,0.871
705494.985,2715315.18,2512.544189,0.886
705399.985,2715320.18,2464.21582,0.049
705399.985,2715320.18,2468.21582,0.099
705399.985,2715320.18,2472.21582,0.197
705399.985,2715320.18,2476.21582,0.366
705399.985,2715320.18,2480.21582,0.608
705399.985,2715320.18,2484.21582,0.849
705399.985,2715320.18,2488.21582,0.912
705399.985,2715320.18,2492.21582,0.92
705399.985,2715320.18,2496.21582,0.925
705399.985,2715320.18,2500.21582,0.931
705404.985,2715320.18,2464.729004,0.068
705404.985,2715320.18,2468.729004,0.13
705404.985,2715320.18,2472.729004,0.24
705404.985,2715320.18,2476.729004,0.421
705404.985,2715320.18,2480.729004,0.664
705404.985,2715320.18,2484.729004,0.875
705404.985,2715320.18,2488.729004,0.91
705404.985,2715320.18,2492.729004,0.918
705404.985,2715320.18,2496.729004,0.924
705404.985,2715320.18,2500.729004,0.929
705409.985,2715320.18,2466.040039,0.106
705409.985,2715320.18,2470.040039,0.181
705409.985,2715320.18,2474.040039,0.304
705409.985,2715320.18,2478.040039,0.49
705409.985,2715320.18,2482.040039,0.72
705409.985,2715320.18,2486.040039,0.886
705409.985,2715320.18,2490.040039,0.907
705409.985,2715320.18,2494.040039,0.916
705409.985,2715320.18,2498.040039,0.922
705409.985,2715320.18,2502.040039,0.928
705414.985,2715320.18,2467.286377,0.129
705414.985,2715320.18,2471.286377,0.216
705414.985,2715320.18,2475.286377,0.344
705414.985,2715320.18,2479.286377,0.528
705414.985,2715320.18,2483.286377,0.736
705414.985,2715320.18,2487.286377,0.884
705414.985,2715320.18,2491.286377,0.904
705414.985,2715320.18,2495.286377,0.913
705414.985,2715320.18,2499.286377,0.92
705414.985,2715320.18,2503.286377,0.926
705419.985,2715320.18,2467.126953,0.13
705419.985,2715320.18,2471.126953,0.229
705419.985,2715320.18,2475.126953,0.369
705419.985,2715320.18,2479.126953,0.553
705419.985,2715320.18,2483.126953,0.757
705419.985,2715320.18,2487.126953,0.882
705419.985,2715320.18,2491.126953,0.902
705419.985,2715320.18,2495.126953,0.911
705419.985,2715320.18,2499.126953,0.918
705419.985,2715320.18,2503.126953,0.924
705424.985,2715320.18,2466.883545,0.099
705424.985,2715320.18,2470.883545,0.189
705424.985,2715320.18,2474.883545,0.331
705424.985,2715320.18,2478.883545,0.527
705424.985,2715320.18,2482.883545,0.745
705424.985,2715320.18,2486.883545,0.873
705424.985,2715320.18,2490.883545,0.898
705424.985,2715320.18,2494.883545,0.908
705424.985,2715320.18,2498.883545,0.916
705424.985,2715320.18,2502.883545,0.923
705429.985,2715320.18,2467.051758,0.067
705429.985,2715320.18,2471.051758,0.139
705429.985,2715320.18,2475.051758,0.269
705429.985,2715320.18,2479.051758,0.462
705429.985,2715320.18,2483.051758,0.704
705429.985,2715320.18,2487.051758,0.857
705429.985,2715320.18,2491.051758,0.894
705429.985,2715320.18,2495.051758,0.906
705429.985,2715320.18,2499.051758,0.914
705429.985,2715320.18,2503.051758,0.921
705434.985,2715320.18,2467.272949,0.045
705434.985,2715320.18,2471.272949,0.102
705434.985,2715320.18,2475.272949,0.209
705434.985,2715320.18,2479.272949,0.386
705434.985,2715320.18,2483.272949,0.64
705434.985,2715320.18,2487.272949,0.828
705434.985,2715320.18,2491.272949,0.889
705434.985,2715320.18,2495.272949,0.902
705434.985,2715320.18,2499.272949,0.911
705434.985,2715320.18,2503.272949,0.918
705439.985,2715320.18,2467.309082,0.034
705439.985,2715320.18,2471.309082,0.077
705439.985,2715320.18,2475.309082,0.163
705439.985,2715320.18,2479.309082,0.326
705439.985,2715320.18,2483.309082,0.578
705439.985,2715320.18,2487.309082,0.796
705439.985,2715320.18,2491.309082,0.88
705439.985,2715320.18,2495.309082,0.898
705439.985,2715320.18,2499.309082,0.908
705439.985,2715320.18,2503.309082,0.915
705444.985,2715320.18,2467.656006,0.035
705444.985,2715320.18,2471.656006,0.064
705444.985,2715320.18,2475.656006,0.135
705444.985,2715320.18,2479.656006,0.283
705444.985,2715320.18,2483.656006,0.519
705444.985,2715320.18,2487.656006,0.77
705444.985,2715320.18,2491.656006,0.868
705444.985,2715320.18,2495.656006,0.893
705444.985,2715320.18,2499.656006,0.904
705444.985,2715320.18,2503.656006,0.912
705449.985,2715320.18,2467.497803,0.035
705449.985,2715320.18,2471.497803,0.064
705449.985,2715320.18,2475.497803,0.128
705449.985,2715320.18,2479.497803,0.263
705449.985,2715320.18,2483.497803,0.479
705449.985,2715320.18,2487.497803,0.736
705449.985,2715320.18,2491.497803,0.858
705449.985,2715320.18,2495.497803,0.887
705449.985,2715320.18,2499.497803,0.9
705449.985,2715320.18,2503.497803,0.909
705454.985,2715320.18,2467.764893,0.038
705454.985,2715320.18,2471.764893,0.065
705454.985,2715320.18,2475.764893,0.126
705454.985,2715320.18,2479.764893,0.249
705454.985,2715320.18,2483.764893,0.459
705454.985,2715320.18,2487.764893,0.707
705454.985,2715320.18,2491.764893,0.85
705454.985,2715320.18,2495.764893,0.88
705454.985,2715320.18,2499.764893,0.895
705454.985,2715320.18,2503.764893,0.905
705459.985,2715320.18,2467.958008,0.045
705459.985,2715320.18,2471.958008,0.077
705459.985,2715320.18,2475.958008,0.14
705459.985,2715320.18,2479.958008,0.256
705459.985,2715320.18,2483.958008,0.452
705459.985,2715320.18,2487.958008,0.696
705459.985,2715320.18,2491.958008,0.843
705459.985,2715320.18,2495.958008,0.875
705459.985,2715320.18,2499.958008,0.891
705459.985,2715320.18,2503.958008,0.902
